,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Customer service calls,Churn,TOTAL MINUTES,TOTAL CALLS,TOTAL CHARGES
1739,NJ,80,415,False,False,0,2,True,742.5,408,80.35999999999999
1740,ND,153,415,False,True,31,0,False,481.0,344,56.45
1741,MN,85,415,False,False,0,3,False,730.2,280,73.39
1742,HI,79,415,False,False,0,1,False,502.2,279,38.85
1743,ND,35,415,False,False,0,1,False,656.0,290,73.75999999999999
1744,WI,120,408,False,True,26,0,False,744.5,317,75.54
1745,MN,68,510,False,False,0,0,False,594.0,341,64.09
1746,DC,60,408,False,False,0,1,True,649.9000000000001,340,63.06
1747,KS,120,510,False,False,0,1,False,519.9,350,53.28
1748,MT,71,510,False,True,23,1,False,717.1,379,67.77
1749,WV,124,415,False,False,0,3,False,522.8,324,51.900000000000006
1750,ME,23,510,False,False,0,1,True,551.6999999999999,297,47.269999999999996
1751,WY,225,415,False,False,0,1,False,656.0,310,64.2
1752,NY,181,415,True,False,0,0,True,561.8000000000001,267,53.59
1753,VT,63,415,False,False,0,2,False,587.2,316,54.269999999999996
1754,NC,54,415,True,False,0,2,True,601.4000000000001,329,63.449999999999996
1755,MO,80,408,True,True,15,1,False,482.99999999999994,317,51.14
1756,NC,118,408,True,True,39,1,False,404.1,326,44.40999999999999
1757,NJ,42,408,True,False,0,2,False,532.5999999999999,341,56.24
1758,OH,134,408,False,False,0,0,False,693.6,310,68.27999999999999
1759,TX,66,415,False,True,35,0,False,670.5,307,66.48
1760,WA,66,415,False,False,0,2,False,706.9,312,68.83
1761,TN,127,415,False,True,28,1,False,721.3,366,73.10999999999999
1762,HI,146,510,False,False,0,0,False,538.6,291,55.8
1763,WY,93,408,False,True,42,1,False,622.6,292,62.39
1764,CT,77,415,False,False,0,0,True,746.1999999999999,265,76.08
1765,NM,111,415,False,False,0,4,True,494.3,295,50.519999999999996
1766,NJ,125,415,False,False,0,2,False,505.30000000000007,288,53.72
1767,AL,115,510,False,True,14,2,False,520.9,299,53.39
1768,MN,115,510,True,False,0,2,True,532.6999999999999,336,50.47
1769,NC,114,408,False,False,0,2,False,585.9,263,62.650000000000006
1770,OH,106,415,False,False,0,0,False,640.6,335,59.5
1771,ND,118,415,False,True,39,2,False,553.1,345,47.99
1772,CO,59,510,False,False,0,1,False,486.1,279,52.11
1773,ND,87,415,True,True,40,1,False,612.6,280,64.14
1774,NY,21,415,False,False,0,1,False,700.8000000000001,286,70.33
1775,WI,142,408,False,True,24,0,False,791.9000000000001,278,79.19
1776,WY,62,415,False,False,0,0,False,642.0999999999999,346,62.14
1777,OR,149,415,False,False,0,3,True,717.5,263,74.67
1778,CO,54,510,False,True,39,2,False,524.4999999999999,265,47.209999999999994
1779,LA,112,510,False,False,0,1,False,615.5999999999999,325,62.43
1780,AL,68,510,False,False,0,1,False,609.1,304,58.61
1781,TX,201,415,False,True,21,1,False,562.3000000000001,306,62.26
1782,PA,88,510,False,False,0,1,False,536.6,236,59.99000000000001
1783,IL,85,415,False,True,29,1,False,460.9,350,46.85999999999999
1784,DE,51,415,True,False,0,0,True,614.8000000000001,289,59.36
1785,MO,45,510,False,True,29,2,False,601.8,303,54.730000000000004
1786,AR,116,510,False,False,0,0,False,603.5,324,54.96
1787,OH,146,408,False,True,31,1,False,621.3,278,64.69000000000001
1788,WI,63,510,False,True,34,1,False,587.3,318,57.300000000000004
1789,GA,133,510,False,False,0,0,False,419.6,331,51.29
1790,KY,125,408,False,False,0,2,False,616.6,349,61.989999999999995
1791,OH,72,510,False,False,0,1,False,540.8,307,52.599999999999994
1792,TN,130,408,False,False,0,0,False,571.6999999999999,314,51.26
1793,SD,97,415,False,False,0,1,False,714.8999999999999,319,65.25
1794,NY,54,415,False,False,0,1,True,725.0,293,79.97
1795,GA,160,415,False,True,29,1,False,566.4,364,59.99
1796,TX,79,415,False,False,0,1,False,505.20000000000005,314,49.089999999999996
1797,WV,92,415,False,True,47,0,False,563.3000000000001,331,53.650000000000006
1798,MI,59,415,False,False,0,1,False,678.3,286,68.64999999999999
1799,ND,132,510,False,False,0,1,False,424.49999999999994,270,47.599999999999994
1800,NE,21,510,False,False,0,0,False,701.1,318,71.85000000000001
1801,SD,93,415,False,False,0,2,False,648.1999999999999,335,61.089999999999996
1802,NJ,147,415,False,True,36,5,False,594.0999999999999,315,70.74000000000001
1803,AK,101,510,False,False,0,1,False,655.4,278,63.75
1804,CT,125,415,True,False,0,0,True,621.4,343,59.959999999999994
1805,CO,63,415,False,False,0,3,False,670.5000000000001,329,68.3
1806,MD,107,415,False,False,0,0,False,566.1,317,63.42
1807,ND,110,408,False,False,0,3,False,544.5999999999999,298,59.91
1808,NH,83,415,False,False,0,3,False,671.5,292,70.33
1809,MN,117,408,False,False,0,1,False,666.5,336,61.15999999999999
1810,KY,124,415,False,False,0,0,False,674.4,377,66.92
1811,NH,115,510,False,False,0,3,False,589.1999999999999,339,52.64
1812,CO,156,408,True,False,0,1,False,617.9999999999999,324,73.84
1813,KY,89,408,False,False,0,0,False,531.5,312,55.85999999999999
1814,KY,72,415,False,False,0,0,False,541.2,397,60.79
1815,IN,101,415,False,True,42,0,False,560.0,259,59.870000000000005
1816,OR,53,415,False,False,0,2,False,560.7,342,61.13
1817,SD,116,408,False,False,0,2,False,507.8,374,51.15
1818,DE,78,408,False,False,0,3,False,628.9,381,56.01
1819,OR,117,415,False,True,17,0,False,655.9999999999999,273,64.88
1820,NE,56,510,False,False,0,1,False,539.6999999999999,296,48.1
1821,OH,123,408,False,True,39,1,False,639.8,329,75.86
1822,OH,127,408,False,False,0,2,False,516.4,298,52.31
1823,AR,116,415,False,True,23,2,False,681.5,306,70.50999999999999
1824,KS,138,510,False,True,26,1,False,625.3,304,64.13
1825,TX,120,415,False,False,0,3,False,586.9,279,63.980000000000004
1826,WI,102,408,False,False,0,3,False,560.2,363,58.11
1827,OR,95,415,False,False,0,2,False,607.9,304,58.36
1828,VA,102,408,False,False,0,2,False,512.6,244,53.040000000000006
1829,AR,89,415,False,True,25,1,False,585.2,336,63.5
1830,CT,50,408,False,False,0,1,False,551.5,295,71.58
1831,OH,93,415,False,True,42,7,False,698.0,327,63.68999999999999
1832,WY,68,510,False,False,0,1,False,561.0,362,61.56
1833,IL,70,408,False,False,0,2,False,674.7,305,69.27
1834,MO,138,415,False,True,29,0,False,683.7,346,66.65
1835,DC,141,415,False,True,37,4,False,590.2,325,58.67
1836,MA,112,415,False,True,17,0,False,602.4000000000001,318,62.29999999999999
1837,NH,117,510,True,False,0,1,True,537.8000000000001,270,45.03000000000001
1838,IA,1,408,False,True,26,1,False,578.8000000000001,381,61.28
1839,AL,70,415,False,False,0,1,False,568.5000000000001,306,60.449999999999996
1840,OR,87,510,False,True,22,2,False,548.4000000000001,326,59.42
1841,WV,52,510,False,True,21,2,False,464.59999999999997,311,50.81
1842,WA,97,408,False,False,0,0,True,717.4,265,76.84
1843,NV,105,408,False,False,0,2,False,601.7,257,58.519999999999996
1844,SC,77,510,False,True,28,4,True,599.4,296,56.33
1845,NC,80,415,True,False,0,2,True,695.1999999999999,333,66.97999999999999
1846,NH,120,510,False,True,43,1,False,525.8,308,55.489999999999995
1847,WY,54,408,False,True,39,2,False,495.90000000000003,315,51.53000000000001
1848,FL,148,510,True,False,0,2,False,513.8,326,49.96000000000001
1849,PA,119,408,False,False,0,2,True,677.1,301,75.86
1850,NC,162,408,False,True,26,1,True,619.3999999999999,386,61.15
1851,MO,85,510,False,False,0,5,True,510.7,356,53.760000000000005
1852,KS,101,510,False,True,25,1,False,566.2,359,53.47
1853,KY,172,415,False,False,0,0,False,653.1,275,62.400000000000006
1854,DE,80,415,False,False,0,1,False,644.2,327,61.89000000000001
1855,WI,67,510,False,False,0,2,False,353.5,301,37.69
1856,CO,86,408,False,False,0,1,False,622.6,263,63.74
1857,NM,107,415,False,False,0,1,True,769.8000000000001,333,76.58999999999999
1858,DE,133,510,False,False,0,0,False,633.4000000000001,302,72.33999999999999
1859,IL,116,510,False,False,0,0,False,673.6,325,63.510000000000005
1860,WA,63,408,False,False,0,0,False,694.1,299,70.23
1861,MA,119,408,True,True,16,0,True,498.99999999999994,321,48.989999999999995
1862,OH,133,408,True,False,0,0,True,693.0,289,74.91
1863,TN,94,408,True,False,0,1,False,561.3000000000001,289,59.35
1864,MA,69,510,False,False,0,0,False,671.8000000000001,243,67.65
1865,MI,146,408,False,False,0,7,True,494.09999999999997,317,50.150000000000006
1866,TX,119,510,False,False,0,2,True,557.7,315,47.48
1867,NH,142,408,True,True,25,0,False,578.3,292,58.11
1868,MD,123,408,False,False,0,3,False,637.0,263,65.36
1869,MS,101,408,False,False,0,1,True,803.7,363,80.01
1870,AZ,43,415,False,False,0,0,False,667.5,342,64.36
1871,IN,69,408,False,False,0,0,False,653.5,291,62.57000000000001
1872,NY,15,510,True,False,0,2,False,596.9,247,51.32
1873,WI,107,510,False,True,25,1,False,574.2,290,64.38
1874,WV,67,510,False,False,0,2,False,595.1999999999999,345,57.04
1875,NY,99,415,False,False,0,1,False,569.4,282,55.629999999999995
1876,OK,46,415,False,False,0,1,False,604.6,389,57.4
1877,NC,55,408,True,False,0,1,False,631.5,333,64.84
1878,KY,39,415,False,False,0,1,True,743.4,368,82.26
1879,TX,92,510,False,False,0,2,False,525.7,383,50.25
1880,CT,56,415,False,False,0,4,True,581.6999999999999,293,55.76
1881,NE,76,415,False,False,0,0,True,752.3000000000001,299,79.13
1882,HI,132,408,True,True,33,2,False,638.6,236,65.74000000000001
1883,SC,140,510,False,True,28,1,False,525.1,277,52.66
1884,AK,51,510,True,True,12,2,False,541.0999999999999,299,52.12
1885,SD,27,408,False,False,0,1,False,646.0,293,70.79
1886,ID,224,510,False,False,0,3,False,509.09999999999997,311,45.080000000000005
1887,OK,105,510,True,True,28,0,True,445.59999999999997,301,47.16
1888,WA,117,408,False,False,0,2,False,570.6999999999999,271,63.59
1889,SD,91,415,False,False,0,1,True,475.90000000000003,341,48.5
1890,OH,135,415,False,False,0,4,False,557.6999999999999,270,64.48
1891,VA,146,415,False,False,0,3,False,661.0999999999999,263,63.14
1892,WI,147,415,True,False,0,0,True,563.1999999999999,356,63.11
1893,IN,68,510,False,False,0,2,True,786.4999999999999,349,78.80000000000001
1894,NM,68,408,False,False,0,3,False,535.1000000000001,310,48.300000000000004
1895,HI,86,408,False,True,21,0,False,581.6,328,59.809999999999995
1896,KY,131,415,False,False,0,1,False,643.8,334,60.42
1897,OH,86,415,False,True,29,1,False,706.5,306,70.35000000000001
1898,VT,159,415,False,False,0,2,True,696.6,309,75.08
1899,AZ,134,415,False,True,40,1,False,532.3,268,47.790000000000006
1900,VT,113,510,False,False,0,1,False,684.1,281,69.14
1901,MO,132,408,False,False,0,1,False,623.8,346,64.58
1902,AL,85,415,False,False,0,1,False,638.9000000000001,231,65.38
1903,NJ,93,510,True,True,38,1,True,552.5,371,61.01
1904,WA,174,408,False,True,33,4,True,517.6,318,55.75000000000001
1905,NY,61,415,False,False,0,2,False,577.9,310,58.39
1906,DC,91,415,False,True,39,1,False,390.29999999999995,317,43.85
1907,NE,88,408,False,True,28,2,False,649.3,326,64.74000000000001
1908,MA,88,408,False,True,45,2,False,555.5999999999999,367,44.050000000000004
1909,VT,195,415,False,True,36,0,False,670.6,289,70.86999999999999
1910,NM,182,415,False,False,0,0,False,562.5999999999999,323,44.63999999999999
1911,CO,118,408,False,False,0,4,False,634.5000000000001,231,62.69
1912,NH,103,408,False,False,0,8,True,551.3,363,52.730000000000004
1913,IL,65,510,False,False,0,2,False,524.4,283,54.42
1914,UT,61,408,False,True,25,3,False,420.9,311,46.15
1915,WV,172,415,False,False,0,1,False,718.5999999999999,346,68.22000000000001
1916,NJ,72,415,False,False,0,1,False,562.5,322,55.21
1917,NM,113,510,False,False,0,2,False,627.9,313,57.5
1918,ND,177,408,False,False,0,1,False,605.9000000000001,330,61.21
1919,WA,100,408,False,False,0,6,True,526.7,322,43.33
1920,NM,67,415,False,False,0,1,False,629.3000000000001,309,64.82
1921,DE,136,415,False,False,0,3,False,450.09999999999997,329,43.2
1922,GA,71,415,False,False,0,4,False,577.3000000000001,346,65.54
1923,HI,134,408,False,False,0,1,False,725.4,362,71.72
1924,CT,124,415,False,False,0,1,False,732.9,304,63.379999999999995
1925,NJ,84,415,False,False,0,2,False,645.1999999999999,351,62.919999999999995
1926,ME,39,408,False,False,0,2,False,564.3,312,55.04
1927,OK,110,510,False,False,0,3,False,444.1,312,50.54
1928,TN,102,510,False,False,0,1,False,530.4000000000001,296,50.28
1929,WY,70,415,False,False,0,0,False,607.1,360,58.24
1930,NY,142,415,False,False,0,1,False,579.4,288,55.059999999999995
1931,DE,81,510,True,False,0,1,False,566.5999999999999,271,66.09
1932,RI,17,415,False,False,0,1,False,699.3000000000001,315,62.17
1933,PA,119,408,False,False,0,1,True,755.7,260,79.03
1934,HI,105,415,False,False,0,0,True,794.3,332,84.92999999999999
1935,MD,108,415,True,True,42,3,True,555.4,303,51.0
1936,VA,90,415,False,False,0,2,False,415.29999999999995,360,38.54
1937,IN,100,415,False,True,33,1,False,484.8,369,58.09
1938,OR,155,408,False,True,30,1,False,578.0999999999999,268,51.150000000000006
1939,AZ,113,510,False,False,0,2,True,543.1,306,51.669999999999995
1940,WI,123,415,False,False,0,1,False,593.8,273,56.7
1941,VA,145,408,False,False,0,1,False,622.0,348,59.629999999999995
1942,MO,42,415,False,False,0,2,False,673.0,285,63.35
1943,NV,125,510,False,False,0,0,False,598.4,305,57.480000000000004
1944,HI,131,415,False,True,30,1,False,604.2,292,58.660000000000004
1945,WA,107,415,False,False,0,1,False,603.5999999999999,236,68.17999999999999
1946,IL,48,408,False,False,0,1,False,552.5,266,58.9
1947,IL,76,510,False,False,0,0,False,636.3,300,62.17
1948,LA,128,415,False,False,0,1,False,653.5,327,59.230000000000004
1949,WI,73,415,False,False,0,0,False,617.4,291,60.43000000000001
1950,TX,52,415,False,False,0,4,True,471.5,302,47.5
1951,MI,126,415,True,True,26,1,False,469.90000000000003,346,46.52000000000001
1952,NC,124,415,False,False,0,1,False,594.8000000000001,333,58.989999999999995
1953,WA,137,408,False,False,0,0,False,666.8000000000001,355,67.62
1954,ND,71,510,False,False,0,0,True,721.4,320,76.00999999999999
1955,NE,139,415,False,False,0,0,False,617.5,285,63.720000000000006
1956,MS,107,510,False,True,30,3,False,578.3000000000001,257,62.0
1957,KY,147,408,False,False,0,1,False,583.3,285,63.31
1958,RI,116,510,False,False,0,3,False,400.09999999999997,286,42.77
1959,NY,60,510,False,True,31,2,False,672.9,275,67.85
1960,TX,38,510,False,False,0,0,False,375.4,274,40.61
1961,DE,63,408,False,False,0,3,False,540.0,296,51.42999999999999
1962,NM,94,415,False,False,0,3,False,612.4,326,53.07000000000001
1963,RI,131,415,False,False,0,0,False,465.0,359,45.279999999999994
1964,MS,158,510,False,False,0,1,False,563.5,297,57.349999999999994
1965,NY,139,510,False,False,0,1,True,629.9,336,67.21
1966,NE,77,415,False,False,0,1,False,590.6,342,55.6
1967,WI,140,415,False,False,0,3,False,557.3,312,53.24
1968,KY,72,408,False,False,0,1,False,543.9,302,55.8
1969,SD,52,510,False,True,20,1,False,603.8,295,54.24
1970,VA,103,510,False,False,0,5,False,601.9000000000001,320,59.51
1971,KS,74,415,False,True,32,1,False,728.9000000000001,318,69.07000000000001
1972,ND,124,415,False,False,0,2,False,555.4000000000001,279,56.83
1973,CO,85,510,False,True,21,5,False,678.6999999999999,299,76.94000000000001
1974,KY,113,408,False,True,20,5,True,599.5,241,55.13
1975,WA,71,408,False,False,0,2,False,468.69999999999993,296,46.27
1976,NV,177,415,False,True,27,1,False,652.0999999999999,294,68.30000000000001
1977,SC,49,415,True,False,0,2,True,630.1,303,69.94999999999999
1978,RI,106,510,True,False,0,3,True,549.8,250,59.97
1979,ID,60,510,False,False,0,1,False,609.8,247,63.89
1980,KY,43,408,False,False,0,4,False,646.6,299,59.800000000000004
1981,ME,66,510,False,False,0,1,False,585.8,359,52.23
1982,SD,125,415,False,False,0,0,False,628.0,257,62.5
1983,SC,114,510,False,True,4,3,False,604.8000000000001,272,56.209999999999994
1984,TN,112,415,False,False,0,3,True,674.1,312,77.13999999999999
1985,MT,101,408,False,True,16,2,False,535.5000000000001,325,49.93000000000001
1986,WI,70,415,False,False,0,0,False,313.0,273,23.25
1987,AK,59,408,False,False,0,0,False,475.49999999999994,329,50.32
1988,AZ,59,408,False,False,0,1,False,560.5,298,54.14000000000001
1989,MT,124,415,False,True,30,2,False,645.3,225,60.300000000000004
1990,DE,99,415,False,False,0,2,False,593.9,315,55.550000000000004
1991,VA,150,510,False,False,0,1,False,578.0,316,58.66
1992,MA,81,510,False,False,0,2,False,560.8000000000001,267,60.489999999999995
1993,IN,86,510,False,False,0,0,False,701.1,286,70.26
1994,MD,84,510,False,False,0,0,False,435.90000000000003,267,49.5
1995,NV,118,510,False,True,35,1,False,741.6000000000001,341,78.37
1996,CO,89,415,False,False,0,1,False,672.4,343,66.42
1997,KS,93,415,False,False,0,3,False,575.0000000000001,273,67.28
1998,AR,85,415,False,False,0,2,False,471.9,283,43.26
1999,WY,160,408,False,False,0,0,False,447.2,274,40.69
2000,PA,28,415,False,False,0,3,False,532.4,294,53.71999999999999
2001,TX,73,408,False,False,0,1,True,689.5,342,76.36999999999999
2002,NY,156,408,False,False,0,3,False,631.9999999999999,333,60.58999999999999
2003,OR,33,415,True,False,0,1,False,555.1999999999999,346,58.199999999999996
2004,CA,77,510,False,False,0,4,False,643.5999999999999,267,63.11
2005,NY,119,415,False,False,0,1,False,546.0,283,51.93
2006,AR,91,510,False,True,27,3,False,557.7,273,57.59
2007,MI,102,510,False,False,0,3,False,670.1,304,71.14
2008,OK,86,415,False,True,33,3,False,570.1,308,68.36999999999999
2009,TX,82,415,False,False,0,0,False,502.3,307,48.13
2010,NC,89,408,False,False,0,0,False,479.09999999999997,367,45.24
2011,ID,86,415,False,False,0,3,False,589.3,323,60.629999999999995
2012,IL,134,408,False,False,0,1,False,474.1,310,50.63
2013,OR,92,415,False,False,0,2,False,560.5,272,59.81999999999999
2014,SD,87,510,False,False,0,3,False,553.6,283,57.940000000000005
2015,NE,64,408,False,False,0,0,False,569.0,290,67.37
2016,RI,80,510,False,False,0,3,False,649.2,302,66.99000000000001
2017,MD,165,415,False,True,39,3,False,542.2,324,54.38
2018,ID,153,415,False,True,22,1,False,625.9,323,60.7
2019,ME,41,415,False,True,30,1,False,545.2,292,58.72
2020,SD,108,415,False,False,0,2,False,692.7,271,71.57000000000001
2021,NY,104,415,False,True,26,1,False,577.6999999999999,317,59.269999999999996
2022,DE,115,408,False,False,0,1,False,494.1,256,47.900000000000006
2023,OK,87,415,False,False,0,1,False,507.59999999999997,306,55.49
2024,SC,159,415,False,True,23,2,False,544.4,275,55.209999999999994
2025,IN,119,510,False,False,0,2,False,542.4,364,54.49
2026,NV,69,415,False,False,0,1,False,617.9,334,57.95
2027,IL,87,408,True,True,36,1,False,595.4,340,58.050000000000004
2028,SD,93,510,False,False,0,1,True,792.0,312,84.67999999999999
2029,OK,154,415,True,False,0,0,True,549.4,326,54.53
2030,KS,57,415,False,True,37,1,False,647.3,309,68.14
2031,IA,130,510,False,False,0,5,False,603.6999999999999,314,56.96
2032,NJ,151,415,False,False,0,2,False,605.2,264,56.2
2033,NJ,162,408,False,False,0,2,True,757.6999999999999,227,74.8
2034,MT,60,415,False,False,0,1,False,697.2,339,61.14
2035,IA,81,510,False,False,0,3,False,714.7,232,71.14999999999999
2036,WA,132,415,False,False,0,3,False,561.9,334,64.31
2037,NE,86,408,False,False,0,1,False,489.3,333,43.620000000000005
2038,TX,136,408,False,False,0,1,True,766.2,321,79.64
2039,MS,121,415,False,True,21,1,False,539.0,317,50.81
2040,IA,105,510,False,True,15,2,False,543.6,353,44.699999999999996
2041,WI,105,415,False,True,34,2,False,576.1999999999999,242,63.339999999999996
2042,MT,51,415,False,True,26,1,False,692.5,257,73.82
2043,GA,64,408,False,False,0,3,False,486.19999999999993,314,46.55
2044,MT,80,510,True,True,30,0,False,574.5,365,57.83
2045,ND,56,415,False,False,0,4,False,615.1,320,69.66
2046,VT,120,415,False,False,0,1,False,602.8,310,56.019999999999996
2047,SD,103,510,False,False,0,3,False,619.5,337,63.65
2048,OH,164,510,False,True,27,3,False,582.2,351,55.07000000000001
2049,OH,116,415,False,True,27,2,False,634.0,278,64.07
2050,MT,121,408,False,False,0,1,False,585.8,301,59.53
2051,IL,55,415,True,False,0,1,False,668.5,316,72.49
2052,NV,183,415,False,False,0,2,False,554.5,322,50.27
2053,UT,104,408,False,False,0,0,False,613.9,368,72.9
2054,NH,90,408,False,False,0,1,False,481.20000000000005,327,49.33
2055,LA,82,415,False,False,0,1,False,480.9,290,54.5
2056,VT,101,415,False,False,0,3,False,567.3,325,54.379999999999995
2057,NY,9,415,False,True,16,2,False,507.5,294,43.65
2058,CT,97,415,False,False,0,0,False,749.6,263,73.06
2059,KS,94,408,False,False,0,3,True,729.5,311,76.22
2060,MI,127,510,False,True,25,0,False,703.3,276,69.44999999999999
2061,SD,125,510,False,True,34,0,False,618.4999999999999,325,72.59000000000002
2062,ME,140,415,False,False,0,1,False,659.5999999999999,330,62.68000000000001
2063,MD,90,415,False,False,0,2,False,505.30000000000007,390,44.419999999999995
2064,VA,67,415,False,False,0,2,False,589.4000000000001,259,54.31
2065,NJ,113,415,False,False,0,1,False,583.7,249,61.74999999999999
2066,TN,121,510,False,True,26,0,False,659.6,308,64.56
2067,DC,93,408,False,False,0,4,False,555.1999999999999,276,57.019999999999996
2068,DC,121,408,False,False,0,1,False,444.8,278,50.6
2069,OR,53,408,False,False,0,0,True,697.8,338,76.29
2070,RI,75,415,False,False,0,1,False,544.4,284,58.4
2071,AK,132,510,False,False,0,2,False,746.4000000000001,320,69.74
2072,WI,162,408,False,False,0,3,False,451.9,347,48.529999999999994
2073,IN,140,415,False,False,0,1,False,645.8,342,61.29
2074,MI,91,408,False,False,0,2,False,632.1,340,58.58
2075,ID,73,510,False,True,28,2,False,545.1999999999999,370,56.85
2076,NH,95,408,True,False,0,4,True,702.7,327,72.73
2077,MN,145,408,False,False,0,0,False,668.2,363,68.66000000000001
2078,AZ,100,415,False,False,0,1,False,401.29999999999995,274,42.46999999999999
2079,MN,122,415,False,False,0,2,False,684.8,320,71.04
2080,MO,109,415,False,False,0,0,False,748.9,265,73.42999999999999
2081,AL,82,408,False,False,0,1,False,546.1,323,49.87
2082,PA,65,415,False,True,23,0,False,646.3999999999999,285,66.91000000000001
2083,AK,52,510,False,False,0,3,False,493.8,272,49.89
2084,MS,136,415,False,True,24,2,False,574.4,286,56.72
2085,IA,75,415,False,False,0,1,False,518.4,306,49.269999999999996
2086,WY,146,408,False,False,0,1,False,615.7,249,54.79
2087,NE,105,408,False,False,0,4,False,600.6,316,58.31
2088,ND,48,415,False,False,0,2,False,574.4,284,63.48000000000001
2089,CT,45,415,False,False,0,1,False,696.3000000000001,300,64.38
2090,NC,106,415,False,True,37,2,False,609.3000000000001,298,67.14
2091,CT,33,510,False,False,0,2,False,571.3,245,59.50000000000001
2092,ND,68,408,False,False,0,2,False,577.1999999999999,346,61.5
2093,WA,106,408,False,False,0,0,False,621.0999999999999,258,64.58
2094,NV,141,415,False,False,0,0,False,536.1,286,56.92999999999999
2095,CO,98,408,False,False,0,0,False,592.5,340,66.75
2096,KS,94,510,False,True,28,0,False,480.6,265,58.93000000000001
2097,CO,65,510,False,False,0,2,False,546.4,276,54.18999999999999
2098,MO,85,415,False,False,0,1,False,594.9999999999999,337,55.74
2099,MA,71,510,False,False,0,3,True,817.6999999999999,331,85.52999999999999
2100,NY,112,408,False,True,30,0,False,372.6,315,33.97
2101,AK,110,415,False,False,0,0,False,555.1,305,52.83
2102,WI,111,415,False,False,0,2,False,655.1,299,71.81
2103,NH,74,408,False,False,0,2,True,723.8000000000001,304,80.07
2104,TN,105,510,False,False,0,2,False,472.29999999999995,271,46.02
2105,NY,40,408,False,False,0,0,False,639.0,272,70.55000000000001
2106,GA,128,408,True,True,18,0,True,615.1,302,64.92999999999999
2107,MN,123,408,False,False,0,2,True,747.1999999999999,306,76.38000000000001
2108,MI,122,510,False,False,0,0,False,535.2,252,52.739999999999995
2109,ID,114,408,False,True,19,3,False,568.8000000000001,322,57.42
2110,CT,102,415,False,True,25,2,False,512.5,282,49.599999999999994
2111,NC,126,415,False,False,0,0,False,574.4,267,47.14
2112,LA,150,415,False,False,0,4,True,519.3000000000001,273,51.559999999999995
2113,NJ,60,408,False,False,0,2,True,799.9000000000001,296,85.09
2114,TX,123,408,False,False,0,3,False,621.0,284,70.28
2115,CA,138,510,True,False,0,0,True,620.3000000000001,324,62.910000000000004
2116,MD,29,510,False,False,0,1,False,484.8,236,54.51
2117,WY,111,415,False,False,0,4,False,581.5,334,63.11000000000001
2118,TX,37,510,True,False,0,0,True,592.0999999999999,306,57.79
2119,CA,111,408,False,False,0,0,True,735.6,297,76.63
2120,UT,81,510,False,False,0,1,False,614.2,260,58.69
2121,WA,46,510,False,False,0,1,False,525.8000000000001,298,48.87
2122,MS,69,510,False,True,27,0,False,803.6999999999999,272,83.32999999999998
2123,OH,125,408,False,False,0,1,False,464.3,280,42.28999999999999
2124,KS,43,415,False,False,0,3,False,478.09999999999997,313,33.74
2125,RI,127,415,False,True,27,1,False,625.1999999999999,253,55.45
2126,IN,94,510,False,False,0,1,False,698.0,314,71.43
2127,VT,46,408,False,False,0,3,False,630.4000000000001,276,63.71
2128,MT,73,408,False,True,26,2,False,469.59999999999997,297,44.08
2129,CT,146,408,False,True,23,2,False,690.3,359,61.02
2130,NM,93,415,False,False,0,1,False,671.1,291,72.7
2131,OH,52,408,False,True,31,1,False,599.5,266,54.94
2132,GA,202,510,False,False,0,3,False,485.8,323,44.79
2133,MN,129,510,False,True,31,2,False,625.6999999999999,285,63.59
2134,CT,94,415,False,False,0,1,False,700.4,239,69.19
2135,AL,100,415,False,False,0,0,False,543.2,352,55.85
2136,WV,43,415,False,False,0,1,False,680.1999999999999,298,69.66999999999999
2137,NH,130,415,False,False,0,0,False,591.5999999999999,309,63.51
2138,WY,124,415,False,False,0,3,False,663.9,342,64.02
2139,VA,92,510,True,False,0,3,True,755.9000000000001,332,76.53999999999999
2140,VT,48,415,False,False,0,4,False,592.0,276,59.79
2141,OH,98,510,False,True,29,2,False,583.7,317,50.349999999999994
2142,MT,100,415,False,False,0,1,True,465.6,328,44.25000000000001
2143,MA,79,415,False,False,0,3,False,479.50000000000006,304,48.62
2144,VA,164,415,False,False,0,1,False,471.90000000000003,243,46.309999999999995
2145,NM,105,415,False,False,0,1,False,681.3999999999999,309,64.64
2146,AR,89,408,True,False,0,0,False,541.1999999999999,329,59.37
2147,NE,126,415,False,False,0,3,True,691.2,300,75.67000000000002
2148,WY,96,408,False,False,0,1,False,606.4,273,56.53
2149,IA,120,415,False,True,33,0,False,621.1999999999999,260,74.53999999999999
2150,SC,212,415,False,False,0,2,True,724.4,346,75.86000000000001
2151,NC,72,415,False,False,0,2,False,564.4,316,50.5
2152,HI,155,415,True,True,26,1,False,508.7,336,57.42
2153,UT,89,415,False,False,0,2,False,424.7,285,39.660000000000004
2154,WY,126,408,True,False,0,2,False,741.9000000000001,350,70.76
2155,AL,172,408,False,False,0,2,True,707.1,322,78.52999999999999
2156,VA,75,415,False,False,0,3,False,640.1999999999999,304,67.12
2157,WI,143,510,False,False,0,2,False,557.6,333,56.62
2158,FL,166,510,True,False,0,0,True,560.5,284,44.72
2159,KS,132,415,False,False,0,1,False,665.0999999999999,328,63.910000000000004
2160,NV,94,408,True,False,0,1,True,610.1999999999999,277,54.02
2161,NY,99,415,False,False,0,0,False,545.2,256,56.260000000000005
